id,,Класс,Регион,Задача 1,Задача 2,Задача 3,Задача 4,Задача 5,Сумма,Статус
5745,8,Сахалинская,7,7,1,2,0,17,Участник
7534,8,Пензенская,7,7,3,0,0,17,Участник
17275,8,Московская,7,7,1,2,0,17,Участник
21200,8,Новосибирская,7,7,1,2,0,17,Участник
1984,8,Новосибирская,7,7,0,0,2,16,Участник
2893,8,Краснодарский,0,7,7,2,0,16,Участник
3130,8,Краснодарский,7,7,0,2,0,16,Участник
3709,8,Новосибирская,7,7,1,1,0,16,Участник
3996,8,Новосибирская,0,7,7,2,0,16,Участник
4959,8,Новосибирская,0,7,0,2,7,16,Участник
8245,8,Тюменская,0,7,7,0,2,16,Участник
11209,8,Алтайский,7,7,0,0,2,16,Участник
13319,8,Кемеровская область - Кузбасс,7,7,0,2,0,16,Участник
14752,8,Кемеровская область - Кузбасс,7,7,0,2,0,16,Участник
21704,8,Воронежская,7,7,0,2,0,16,Участник
30704,8,Еврейская,0,7,7,2,0,16,Участник
32812,8,Свердловская,7,7,0,0,2,16,Участник
568,8,Новосибирская,7,3,0,5,0,15,Участник
2972,8,Новосибирская,7,1,7,0,0,15,Участник
3348,8,Пензенская,7,7,1,0,0,15,Участник
10076,8,Новосибирская,7,7,1,0,0,15,Участник
11576,8,Бурятия,7,7,1,0,0,15,Участник
13408,8,Новосибирская,7,7,1,0,0,15,Участник
14680,8,Бурятия,7,7,1,0,0,15,Участник
21948,8,Челябинская,7,7,1,0,0,15,Участник
23245,8,Курганская,7,7,1,0,0,15,Участник
28345,8,Новосибирская,7,7,1,0,0,15,Участник
3484,8,Новосибирская,0,7,0,0,7,14,Участник
4116,8,Пензенская,0,7,7,0,0,14,Участник
4141,8,Мордовия,7,7,0,0,0,14,Участник
5359,8,Томская,0,7,7,0,0,14,Участник
6078,8,Иркутская,0,7,1,0,6,14,Участник
6829,8,Краснодарский,0,7,7,0,0,14,Участник
7108,8,Новосибирская,7,7,0,0,0,14,Участник
